# Sentences appearing in many DISTINCT patents, with the vocabulary they carry.
# Each passage is ONE attestation regardless of how many documents repeat it.
# docs	n_terms	terms	passage
23	1	mixed	such arps may also be mixed with additional prms to provide benefits of polymer-assisted delivery and/or amine-assisted delivery.
23	1	aforementioned	the proportions in which the compounds according to the invention can be incorporated into the various aforementioned products or compositions vary within a wide range of values.
23	1	formulation	thus, the compound of the present invention can be used to improve or enhance the aroma characteristics of the fragrance formulation, or by modifying the olfactory reaction contributed by other ingredients in the formulation.
23	1	formulation	preservative (as needed) the formulation is prepared by (i) mixing the above ingredients, (ii) heating the resultant composition to 75° c.
23	1	origin	trademark and origin: basf 2) texapon nso is;
23	1	origin	trademark and origin: cognis 3) merquat 550;
23	1	origin	trademark and origin: lubrizol 4) dehyton ab-30;
23	1	origin	trademark and origin: cognis 5) glucamate lt;
23	1	origin	trademark and origin: lubrizol 6) euperlan pk 3000 am;
23	1	origin	trademark and origin: cognis 7) cremophor rh 40;
23	1	fact	said compositions, which in fact can be advantageously employed as perfuming ingredient, are also an object of the present invention.
23	1	process	a representative process used for aminoplast encapsulation is disclosed in u.s.
23	1	acetate	and/or vetiveryl acetate ((4,8-dimethyl-2-propan-2-ylidene-3,3a,4,5,6,8a-hexahydro-1h-azulen-6-yl) acetate);
23	1	defined	and c) a perfuming composition as defined above is another object of the invention.
23	1	care	a personal-care product, such as a hair-care product (e.g.
23	1	preparation	a shampoo, hair conditioner, a colouring preparation or a hair spray), a cosmetic preparation (e.g.
23	1	intended	wipes intended for the treatment/refreshment of textiles or hard surfaces (floors, tiles, stone-floors etc.);
23	1	toilet	a hygiene product such as sanitary napkins, diapers, toilet paper.
23	1	alcohol	in addition, hydrotropes, for example ethanol, isopropyl alcohol or polyols, may be used to improve flow behaviour.
23	1	care	fabric care, household products and personal care products such as laundry care detergents, rinse conditioner, personal cleansing composition, detergent for dishwasher, surface cleaner;
23	1	water	biocides are commonly used in medicine, agriculture, forestry, and in industry where they prevent the fouling of, for example, water, agricultural products including seed, and oil pipelines.
23	1	otherwise	unless otherwise specified, all measurements herein are conducted at 20° c.
23	1	chemicals	arctander, perfume and flavor chemicals (montclair, n.j., 1969), in s.
22	1	solution	after mixing at higher speed until a stable emulsion is obtained, the second solution and 4 grams of sodium sulfate salt are added to the emulsion.
22	1	pigments	pigments, dyestuffs and colouring matters;
22	1	acid	natural gums such as alginate esters, carrageenan, xanthanes, agar-agar, pectines, pectic acid, and natural gums such as gum arabic, gum tragacanth and gum karaya, guar gums and quaternized guar gums;
22	1	art	those skilled in the art would appreciate that the charge of these polymers can be adjusted by changing the ph, depending on the product in which this technology is to be used.
22	1	powder	liquid or powder laundry detergents which can use the present invention include those systems described in u.s.
22	1	optionally	optionally an emulsifier or an emollient may be included including but not limited to those listed above ii.
22	1	group	group 4: perfuming ingredients comprising at least two fused or linked c 5 and/or c 6 rings;
22	1	group	group 5: perfuming ingredients comprising a camphor-like ring structure;
22	1	cationic	suitable fabric softening agents include cationic surfactants.
22	1	aromatic	non-limiting examples are quaternary ammonium compounds such as alkylated quaternary ammonium compounds, ring or cyclic quaternary ammonium compounds, aromatic quaternary ammonium compounds, diquaternary ammonium compounds, alkoxylated quaternary ammonium compounds, amidoamine quaternary ammonium compounds, ester quaternary ammonium compounds, and mixtures thereof.
22	1	stability	it might also be an ingredient that imparts light resistance or chemical stability to one or more ingredients contained in a fragrance composition.
22	1	stability	for instance, fragranced personal and household cleansers containing high levels of aggressive surfactant detergents are very challenging for the stability of microcapsules.
22	1	aromatic	preferably, when used as a mixture the molar ratio between the aliphatic polyisocyanate and the aromatic polyisocyanate is ranging from 80:20 to 10:90.
22	1	defined	and (b) a perfuming composition as defined above is part of the invention.
22	1	form	4) performing a curing step to form the wall of said microcapsule;
22	1	care	skin care cosmetic such as foundation, pack, sunscreen, skin lotion, milky lotion, skin cream, emollients, skin whitening vi.
22	1	active	by “use of a compound of formula (i)” it has to be understood here also the use of any composition containing compound (i) and which can be advantageously employed in perfumery industry as active ingredients.
22	1	resulting	preferably, any mixture resulting directly from a chemical synthesis, e.g.
22	1	otherwise	all temperatures herein are in degrees celsius (° c.) unless otherwise indicated.
22	1	profile	the term “modifying” comprises the change of an aroma profile.
22	1	origin	origin: clarian part a and b are heated separately to 75° c.;
21	1	properties	which does not significantly alter the organoleptic properties of perfuming ingredients.
21	1	found	examples of suitable polysiloxanes are found in u.s.
21	1	found	examples of these polymers are found in u.s.
21	1	test	the accusizer will dilute the test sample until 9200 counts/second and initiate the evaluation.
21	1	contain	alcoholic fine fragrances may contain the following: 1.
21	1	released	the fragrance materials may be released from the pro-fragrances in a number of ways.
21	1	group	group 2: perfuming ingredients comprising a cyclopentane, cyclopentene, cyclopentanone or cyclopentenone ring substituted with at least one linear or branched c 4 to c 8 alkyl or alkenyl substituent;
21	1	raw	suitable quadrant i, ii, iii and iv perfume raw materials are disclosed in u.s.
21	1	water	0.1 methylisothiazolinone 11) d-panthenol 75% 12) 0.1 water deionized 0.3 f sodium chloride 25% aqueous sol.
21	1	care	fabric care, household products and personal care products such as cosmetics, laundry care detergents, rinse conditioner, personal cleansing composition, detergent for dishwasher, surface cleaner;
21	1	found	a detailed overview of suitable volatile silicones can be found in todd et al.
21	1	care	functional perfumery includes in particular personal-care products including hair-care, body cleansing, skin care, hygiene-care as well as home-care products including laundry care and air care.
21	1	rate	the instrument is configured with the following conditions and selections: flow rate=1 ml/sec;
21	1	threshold	the determination of odor threshold is described in more detail in c.
21	1	provided	the abstract is provided to comply with 37 c.f.r.
21	1	out	hair conditioners (rinse-out conditioners, leave-in conditioners, and cleansing conditioners) iii.
21	1	medium	some of the above-mentioned consumer product bases may represent an aggressive medium for the invention&#39;s compound, so that it may be necessary to protect the latter from premature decomposition, for example by encapsulation.
21	1	contain	surfactant-containing compositions, such as for example shower gels, foam baths, shampoos, etc., preferably contain at least one anionic surfactant.
20	1	acid	5-phenyl-3-methyl-2-pentenoic acid nitrile;
20	1	called	the microencapsulation can take place for example by the so-called coacervation method with the help of capsule materials, e.g.
20	1	soft	made of polyurethane-like substances or soft gelatin.
20	1	determine	the ph during use will determine the overall net charge of the polymer.
20	1	cationic	also, glyoxylated cationic polyacrylamides can be used.
20	1	cationic	typical polymers of choice are those containing the cationic monomer dimethylaminoethyl methacrylate (dmaema) or methacrylamidopropyl trimethyl ammonium chloride (maptac).
20	1	found	dmaema can be found in gafquat and gaffix vc-713 polymers from isp.
20	1	positive	x and y can be varied as long as the theoretical net charge of the polymer is zero (amphoteric) or positive.
20	1	based	some of the seminal literature related to the encapsulation of perfumes by polycondensation of amino resins, namely melamine based resins with aldehydes includes articles such as those published by k.
20	1	origin	origin: clariant 4) origin: genencor international 5) aculyn 88;
20	1	acid	aprepitant, hydroxyphenyl propamidobenzoic acid), cannabinoid receptor agonists (e.g.
20	1	water	and 1013 mbar (including highly viscous substances) as for example glycerol, 1,2-propylene glycol, 1,2-butylene glycol, 1,3-propylene glycol, 1,3-butylene glycol, ethanol, water and mixtures of two or more of said liquid carrier materials with water.
20	1	alcohol	suitable alcohols are anethol, citronellol, eugenol, isoeugenol, geraniol, linalool, phenylethyl alcohol and terpineol.
20	1	solution	pump spray or spray with propellant) or a foam or an impregnating solution for cosmetic wipes, a detergent, e.g.
20	1	powder	an emulsion (as described above), ointment, paste, gel (as described above), oil, balsam, serum, powder (e.g.
20	1	art	techniques for controlling ph at recommended usage levels include the use of buffers, alkalis, acids, etc., and are well known to those skilled in the art.
20	1	defined	preferably, the perfume comprises at least 30%, preferably at least 50%, more preferably at least 60% of ingredients selected from groups 1 to 7, as defined above.
20	1	defined	more preferably said perfume comprises at least 30%, preferably at least 50% of ingredients from groups 3 to 7, as defined above.
20	1	defined	most preferably said perfume comprises at least 30%, preferably at least 50% of ingredients from groups 3, 4, 6 or 7, as defined above.
20	1	art	for the sake of clarity, by the expression “any one of its stereoisomers or a mixture thereof”, or the similar, it is meant the normal meaning understood by a person skilled in the art, i.e.
20	1	application	national phase application of international patent application no.
20	1	active	the ratio between the active material and the fabric softening agent can be 1:500 to 1:2 (e.g., 1:250 to 1:4 and 1:100 to 1:8).
20	1	positively	furthermore, the invention&#39;s compound can also be advantageously used in all the fields of modern perfumery to positively impart or modify the odor of a consumer product into which said compound (i) is added.
20	1	substantially	the terms “substantially free of” or “substantially free from” may be used herein.
20	1	color	sunscreen ant tattoo color protection (sprays, lotions, and sticks) iv.
20	1	stability	the term “stability” describes the behavior of an aroma chemical upon contact with oxygen, light and/or other substances.
20	1	art	“niceness” and “conciseness” are terms which are familiar to the person skilled in the art, such as a perfumer.
20	1	mixed	ceteareth-25 is added once the other part a ingredients are mixed and heated.
20	1	ethyl	2-ethyl-4-(2,2,3-trimethyl-3 cyclopent-1-yl)-2-buten-1-ol;
20	1	acetate	4,7 methanooctahydro-5 or 6-indenyl acetate;
20	1	ethyl	ethyl 2-ethyl-6,6 dimethyl-2-cyclohexenecarboxylate;
20	1	alcohol	1-phenylethyl alcohol, 2 phenylethyl alcohol, 3-phenylpropanol;
20	1	ethyl	2 ethyl-4-hydroxy-5-methyl-2h-furan-3-one;
20	1	cationic	other cationic surfactants suitable for use in accordance with the invention are the quaternized protein hydrolysates.
20	1	background	furthermore, there is no intention to be bound by any theory presented in the preceding background of the invention or the following detailed description of the invention.
20	1	intended	it should also be appreciated that the exemplary embodiment or exemplary embodiments are only examples, and are not intended to limit the scope, applicability, or configuration of the invention in any way.
19	1	aromatic	xix) aromatic and aliphatic aldehydes, such as, for example, benzaldehyde;
19	1	ethyl	xxiv) heterocyclic compounds, such as, for example, 2,5-dimethyl-4-hydroxy-2h-furan-3-one, 2-ethyl-4-hydroxy-5-methyl-2h-furan-3-one, 3-hydroxy-2-methyl-4h-pyran-4-one, 2-ethyl-3-hydroxy-4h-pyran-4-one;
19	1	art	the above-listed applications are all well known in the art.
19	1	musk	musk ingredients: 1,4-dioxa-5,17-cycloheptadecanedione, pentadecenolide, 3-methyl-5-cyclopentadecen-1-one, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-cyclopenta-g-2-benzopyrane, (1s,1′r)-2-[1-(3′,3′-dimethyl-1′-cyclohexyl)ethoxy]-2-methylpropyl propanoate, pentadecanolide and/or (1s,1′r)-[1-(3′,3′-dimethyl-1′-cyclohexyl)ethoxycarbonyl]methyl propanoate;
19	1	alcohol	and the cetyl alcohol, stearyl alcohol, and the sles surfactant are added to it.
19	1	acid	a polymeric compound comprising, at least two moieties selected from the moieties consisting of a carboxylic acid moiety, an amine moiety, a hydroxyl moiety, and a nitrile moiety on a backbone of polybutadiene, polyisoprene, polybutadiene/styrene, polybutadiene/acrylonitrile, carboxyl-terminated polybutadiene/acrylonitrile or combinations thereof;
19	1	cationic	pre-formed coacervates of anionic surfactants combined with cationic polymers;
19	1	intended	such compounds of low melting point are not intended to be included in this section.
19	1	otherwise	commercially available reagents and solvents were used without further purification if not stated otherwise.
19	1	found	maptac can be found in basf&#39;s luviquat pq11 pn and isp&#39;s gafquat hs100.
19	1	acid	an acrylic acid-acrylamide copolymer, cross-linked with a melamine-formaldehyde resin as disclosed in u.s.
19	1	cationic	capsule wall material formed from a complex of cationic and anionic melamine-formaldehyde precondensates that are then cross-linked as disclosed in u.s.
19	1	alcohol	preferred beta-ketoesters include alkyl-malonates, alkyl aceto acetates and polyvinyl alcohol aceto acetates.
19	1	intended	accordingly, the appended claims are intended to include within their scope such processes, machines, manufacture, compositions of matter, means, methods, or steps.
19	1	preparations	waxes and stabilizers besides natural oils used, waxes may also be present in the preparations, more especially natural waxes such as, for example, candelilla wax, carnauba wax, japan wax, espartograss wax, cork wax, guaruma wax, rice oil wax, sugar cane wax, ouricury wax, montan wax, beeswax, shellac wax, spermaceti, lanolin (wool wax), uropygial fat, ceresine, ozocerite (earth wax), petrolatum, paraffin waxes and microwaxes;
19	1	formulation	in a further preferred embodiment a formulation according to the invention contains a total amount of sunscreen agents, i.e.
19	1	comprise	said polyisocyanate comprises at least 2, preferably at least 3 but may comprise up to 6, or even only 4, isocyanate functional groups.
19	1	application	description cross-reference to related applications this application claims priority to u.s.
19	1	optionally	gelatin-polyphosphate coacervates optionally cross-linked with gluteraldehyde;
19	1	toilet	all-purpose cleaners including bucket dilutable cleaners and toilet cleaners viii.
19	1	fresheners	air fresheners including room deodorizer and car deodorizer, scented candles, sprays, scented oil air freshener, automatic spray air freshener, and neutralizing gel beads xviii.
19	1	hand	lotion including body lotion, facial lotion, and hand lotion xiii.
19	1	comprise	the compositions of the present disclosure can comprise, consist essentially of, or consist of, the components of the present disclosure.
19	1	art	furthermore, the features, structures or characteristics may be combined in any suitable manner, as would be apparent to a person skilled in the art from this disclosure, in one or more embodiments.
19	1	combination	for example, in the appended claims, any of the claimed embodiments are used in any combination.
19	1	entitled	for the avoidance of doubt, the applicant shall be entitled to any equivalents according to applicable law.
19	1	ethyl	ethyl 2,3,6,6-tetramethyl-2 cyclohexene-carboxylate;
19	1	based	% and preferably 0.1 to 2 wt.-%, based on the total weight of the composition.
19	1	otherwise	as used herein all percentages are weight percent unless otherwise noted, ppm is understood to stand for parts per million and g is understood to be grams.
18	1	fatty	in addition to these nonionic surfactants, fatty alcohols with more than 12 eo can also be used.
18	1	primary	typically the reactive amines are primary and/or secondary amines, and may be part of a polymer or a monomer (non-polymer).
18	1	menthol	vii) cyclic terpene alcohols, such as, for example, menthol, isopulegol, alpha-terpineol, terpinen-4-ol, menthan-8-ol, menthan-1-ol, menthan-7-ol, borneol, isoborneol, linalool oxide, nopol, cedrol, ambrinol, vetiverol, guaiol, and the formates, acetates, propionates, isobutyrates, butyrates, isovalerates, pentanoates, hexanoates, crotonates, tiglinates and 3-methyl-2-butenoates of alpha-terpineol, terpinen-4-ol, methan-8-ol, methan-1-ol, methan-7-ol, borneol, isoborneol, linalool oxide, nopol, 
18	1	single	they include single compounds and mixtures.
18	1	fully	these soil release agents are described fully in u.s.
18	1	end	4,711,730, the anionic end-capped oligomeric esters of u.s.
18	1	group	said soil release agent also comprises from about 0.5% to about 20%, by weight of the oligomer, of a crystalline-reducing stabilizer, preferably selected from the group consisting of xylene sulfonate, cumene sulfonate, toluene sulfonate, and mixtures thereof.
18	1	through	after incorporation, this mixture is passed through a heat exchanger where it is cooled to about 35° c.
18	1	active	another example of a suitable inorganic carrier includes inorganic tubules, where the perfume or other active material is contained within the lumen of the nano- or micro-tubules.
18	1	preparation	the preparation of the compounds of the present invention is detailed in the examples.
18	1	application	description cross reference to related applications this application claims the benefit of u.s.
18	1	intended	however, a given classification is not intended to be a limitation on that particular compound, but is done so for convenience of classification and nomenclature.
18	1	formulation	flavor 0.8-1.2% the components described above were kneaded by a kneader according to the foregoing formulation to provide a chewing gum.
18	1	encapsulated	encapsulated flavor or sensate is then added and blended till homogeneous.
18	1	encapsulated	encapsulated volatile flavor 0.01-0.5% v.
18	1	usually	the molecular weight of the organosilicone is usually indicated by the reference to the viscosity of the material.
18	1	detectable	“free of” refers to no detectable amount of the stated ingredient or thing.
18	1	acid	it is preferable to use, as the precondensate for cross-linking, the substituted or un-substituted acrylic acid polymer or co-polymer.
18	1	defined	preferably, the consumer product comprises from 0.1 to 15 wt %, more preferably between 0.2 and 5 wt % of the microcapsules of the present invention, these percentages being defined by weight relative to the total weight of the consumer product.
18	1	acid	acetic acid derivatives such as diclofenac, fenclofenac, indomethacin, sulindac, tolmetin or clindanac;
18	1	together	however, it is preferred to use mixtures of different perfume compounds which, together, produce an agreeable perfume.
18	1	group	x is a counter ion, preferably selected from the group of the halides, alkyl sulfates and alkyl carbonates.
18	1	acid	other esterquats are those of which the acyl component derives from dicarboxylic acids like malonic acid, succinic acid, maleic acid, fumaric acid, glutaric acid, sorbic acid, pimelic acid, azelaic acid, sebacic acid and/or dodecanedioic acid, but preferably adipic acid.
18	1	acid	overall, esterquats of which the acyl component derives from mixtures of monocarboxylic acids containing 6 to 22 carbon atoms, and adipic acid are preferably used.
18	1	water	water-soluble, nonphosphorus organic builders useful herein include the various alkali metal, ammonium and substituted ammonium polyacetates, carboxylates, polycarboxylates and polyhydroxy sulfonates.
18	1	acid	examples of polyacetate and polycarboxylate builders are the sodium, potassium, lithium, ammonium and substituted ammonium salts of ethylene diamine tetraacetic acid, nitrilotriacetic acid, oxydisuccinic acid, mellitic acid, benzene polycarboxylic acids, and citric acid.
18	1	combination	a typical combination may be a cocktail of conventional applicable enzymes like protease, lipase, cutinase and/or cellulase in conjunction with amylase.
18	1	acetate	calcium salts, for example, calcium chloride, calcium formate, calcium acetate, calcium bromide;
18	1	single	by “perfume or flavour oil”, it is meant a single perfuming or flavouring compound or a mixture of several perfuming or flavouring compounds.
18	1	ethyl	ethyl safranate (ethyl 2,6,6-trimethylcyclohexa-1,3-diene-1-carboxylate);
18	1	specifically	combinations specifically contemplated combinations of the disclosure are herein described in the following lettered paragraphs.
18	1	intended	these combinations are intended to be illustrative in nature and are not intended to be limiting.
18	1	soft	of polyurethane-like substances or soft gelatin.
18	1	defined	according to a particular embodiment, the consumer product as defined above is liquid and comprises: a) from 2 to 65% by weight, relative to the total weight of the consumer product, of at least one surfactant;
18	1	form	hair coloration an object of the invention is a consumer product in the form of an oxidative hair coloring composition comprising: an oxidizing phase comprising an oxidizing agent and an alkaline phase comprising an alkakine agent, a dye precursor and a coupling compound;
18	1	art	however, if it is desired to prepare individual stereoisomers, this may be achieved according to methodology known in the art, e.g.
17	1	bleach	suitable transition-metals in the instant transition-metal bleach catalyst include manganese, iron and chromium.
17	1	special	suitable mrl&#39;s herein are a special type of ultra-rigid ligand that is cross-bridged such as 5,12-diethyl-1,5,8,12-tetraazabicyclo[6.6.2]hexa-decane.
17	1	process	and maintained overnight with continuous stirring to complete the encapsulation process.
17	1	acetate	alpha, alpha-dimethylphenylethyl acetate;
17	1	based	the ether amine can be monoamine, diamine, or triamine, based on this core structure.
17	1	combination	6,287,603 and us 2002/0019369), pro-fragrances (wo 2000/072816 and ep 0 922 084), and any combination thereof.
17	1	itself	any compound, polymer, or agent discussed above can be the compound, polymer, or agent itself as shown above, or its salt, precursor, hydrate, or solvate.
17	1	effect	of course the above concentrations may be adapted according to the olfactive effect desired in each product.
17	1	raw	nonpolar solvents, including but not limited to, mineral oil, perfume raw materials, silicone oils, hydrocarbon paraffin oils, and mixtures thereof.
17	1	associated	other examples include those with amine functionality, which may be used to provide benefits associated with amine-assisted delivery (aad) and/or polymer-assisted delivery (pad) and/or amine-reaction products (arp).
17	1	fatty	these fatty alcohols are saturated and can be straight or branched chain alcohols.
17	1	concentration	the propellant may have a concentration from about 15%, 25%, 30%, 32%, 34%, 35%, 36%, 38%, 40%, or 42% to about 70%, 65%, 60%, 54%, 52%, 50%, 48%, 46%, 44%, or 42% by weight of the total fill of materials stored within the container.
17	1	process	a representative process used for gelatin encapsulation is disclosed in u.s.
17	1	acid	ethylene glycol cyclic ester of n-dodecanedioic acid;
17	1	active	as an illustration, when the fabric softening agent is 5% by weight of the fabric softener, the active material is 0.01 to 2.5%, preferably 0.02 to 1.25% and more preferably 0.1 to 0.63%.
17	1	active	as another example, when the fabric softening agent is 20% by weight of the fabric softener, the active material is 0.04 to 10%, preferably 0.08 to 5% and more preferably 0.4 to 2.5%.
17	1	care	when the capsules are aimed to be used in products having low ph, e.g., fabric care conditioners, formaldehyde scavengers are preferably selected from beta diketones, such as beta-ketoesters, or from 1,3-diols, such as propylene glycol.
17	1	art	a detailed description of the nature and type of adjuvants commonly used in fragrance compositions containing same cannot be exhaustive, but it has to be mentioned that said ingredients are well known to a person skilled in the art.
17	1	extract	symmatrix (company symrise, inci: maltodextrin, rubus fruticosus (blackberry) leaf extract).
17	1	extract	dragosantol and dragosantol 100 from symrise, oat glucan, echinacea purpurea extract and soy protein hydrolysate.
17	1	extract	dragosantol and dragosantol 100 from symrise, oat glucan, echinacea purpurea extract, sinorhizobium meliloti ferment filtrate, calcium ketogluconate, alpinia galanga leaf extract and tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate.
17	1	acid	propionic acid derivatives such as ibuprofen, naproxen, benoxaprofen or pyrazoles such as phenylbutazone, oxyphenylbutazone, febrazone or azapropazone.
17	1	art	enzymes can be used at their art-taught levels, for example at levels recommended by suppliers such as novozymes and genencor.
17	1	application	description cross-reference to related applications this application is a continuation of u.s.
17	1	group	according to a particular embodiment, a triisocyanate (3 isocyanate functional group) is used.
17	1	group	preferably copolymers shall be selected from the group consisting of polyquaternium-5, polyquaternium-6, polyquaternium-7, polyquaternium10, polyquaternium-11, polyquaternium-16, polyquaternium-22, polyquaternium-28, polyquaternium-43, polyquaternium-44, polyquaternium-46, cassia hydroxypropyltrimonium chloride, guar hydroxypropyltrimonium chloride or polygalactomannan 2-hydroxypropyltrimethylammonium chloride ether, starch hydroxypropyltrimonium chloride and cellulose hydroxypropyltrimonium chl
17	1	ethyl	aphermate (1-(3,3-dimethylcyclohexyl)ethyl formate);
17	1	acetate	citronellyl acetate (3,7-dimethyloct-6-en-1-yl acetate);
17	1	acetate	cyclogalbanate (allyl 2-(cyclohexyloxy)acetate);
17	1	acetate	dimethyl benzyl carbinyl acetate (2-methyl-1-phenylpropan-2-yl acetate);
17	1	fatty	suitable nonionic surfactants include alkoxylated fatty alcohols, such as ethoxylated fatty alcohols.
17	1	combination	the nonionic surfactants may be linear, branched (e.g., mid-chain branched), or a combination thereof.
17	1	art	a detailed description of the nature and type of adjuvant commonly used in perfuming bases cannot be exhaustive, but it has to be mentioned that the ingredients are well known to a person skilled in the art.
17	1	properties	these include, firstly, the sensory properties, i.e.
17	1	form	they are, in particular, alkyl sulfates in the form of their alkali metal, ammonium or alkanolammonium salts, alkylether sulfates, alkylether carboxylates, acyl isethionates, acyl sarcosinates, acyl taurines containing linear c12-c18 alkyl or acyl groups and sulfosuccinates and acyl glutamates in the form of their alkali metal or ammonium salts.
17	1	hydrophobic	according to a particular embodiment, the hydrophobic material comprises a perfume.
17	1	hydrophobic	according to a particular embodiment, the hydrophobic material consists of a perfume.
17	1	hydrophobic	according to a particular embodiment, the hydrophobic material consists of biocide actives.
17	1	hydrophobic	according to a particular embodiment, the hydrophobic material consists of pest control agents.
17	1	acetate	4,7-methano-3a,4,5,6,7,7a-hexahydro-5- or 6-indenyl acetate;
17	1	optionally	optionally at least an outer mineral layer.
17	1	cleaning	these compounds can also be used to perfume cleaning agents, such as, but not limited to detergents, dishwashing materials, scrubbing compositions, window cleaners and the like.
17	1	malodor	the term “fragrance product” means a consumer product that adds a fragrance or masks a malodor.
16	1	form	and metal cleaners, fabric conditioning products including softening and/or freshening that may be in liquid, solid and/or dryer sheet form;
16	1	solution	the ph of the solution is adjusted to ph of 4.0 with sodium hydroxide solution.
16	1	bleach	combinations of conventional bleach activators can also be used.
16	1	acid	dihydrolipoic acid), aurothioglucose, propylthiouracil and other thiols (e.g.
16	1	cationic	suitable surfactants are nonionic surfactants, cationic surfactants, amphoteric surfactants, zwitterionic surfactants, and mixtures thereof.
16	1	based	nonlimiting examples of polymeric amines include polymers based on polyalkylimines, such as polyethyleneimine (pei), or polyvinylamine (pvam).
16	1	aromatic	in some embodiments, the mixture of polyisocyanates includes an aliphatic polyisocyanate and an aromatic polyisocyanate.
16	1	aromatic	in certain embodiments, the polyisocyanate is an aliphatic isocyanate or a mixture of aliphatic isocyanate, free of any aromatic isocyanate.
16	1	ethyl	x) cycloaliphatic alcohols, such as, for example, alpha, 3,3-trimethylcyclo-hexylmethanol, 2-methyl-4-(2,2,3-trimethyl-3-cyclopent-1-yl)butanol, 2-methyl-4-(2,2,3-trimethyl-3-cyclopent-1-yl)-2-buten-1-ol, 2-ethyl-4-(2,2,3-trimethyl-3-cyclopent-1-yl)-2-buten-1-ol, 3-methyl-5-(2,2,3-trimethyl-3-cyclopent-1-yl)-pentan-2-ol, 3-methyl-5-(2,2,3-trimethyl-3-cyclopent-1-yl)-4-penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopent-1-yl)-4-penten-2-ol, 1-(2,2,6-trimethylcyclohexyl)pentan-3-ol, 1-(2,2,6-
16	1	coconut	these include vegetable oils such as jojoba, soybean, canola, sunflower, safflower, rice bran, avocado, almond, olive, sesame, persic, castor, coconut, and mink oils.
16	1	basic	the basic requirement for the polymer is that it be miscible or compatible with the other components of the core, namely the fragrance and other solvent.
16	1	group	likewise, a salt can also be formed between a cation and a negatively charged group on the compound, polymer, or agent.
16	1	water	a hydrate refers to the compound, polymer, or agent that contains water.
16	1	possible	the compounds, polymers, and agents include all possible configurational stereoisomeric, regioisomeric, diastereomeric, enantiomeric, and epimeric forms as well as any mixtures thereof.
16	1	combination	other embodiments all of the features disclosed in this specification may be combined in any combination.
16	1	application	description cross reference to related applications this application is a continuation of u.s.
16	1	case	many of these ingredients are in any case listed in reference texts such as the book by s.
16	1	results	after 2 minutes of testing the accusizer will display the results, including volume-weighted median size.
16	1	properties	these include, firstly, the organoleptic properties, i.e.
16	1	substantially	while mixing each phase using a suitable mixer (e.g., anchor blade, propeller blade, or ika t25) until each reaches a substantially constant desired temperature and is homogenous.
16	1	add	slowly add phase b to phase a while continuing to mix phase a.
16	1	mixed	the ingredients of part i and part ii are mixed in separate suitable containers.
16	1	water	part ii is then added slowly to part i under agitation to assure the making of a water-in-silicone emulsion.
16	1	completely	until the all solids are completely melted.
16	1	application	description cross reference to related applications this application is a national stage application of international application no.
16	1	rather	desire to be in the gas phase rather than the liquid or solid state.
16	1	application	description cross reference to related application this application claims the benefit of u.s.
16	1	defined	therefore, another object of the present invention is a perfuming composition comprising: i) as a perfuming ingredient, at least one invention&#39;s compound as defined above;
16	1	medium	some of the above-mentioned perfumed consumer products may represent an aggressive medium for the invention&#39;s compounds, so that it may be necessary to protect the latter from premature decomposition, for example by encapsulation or by chemically binding it to another chemical which is suitable to release the invention&#39;s ingredient upon a suitable external stimulus, such as an enzyme, light, heat or a change of ph.
16	1	environmental	3.10 (2000, available at the us environmental protection agency).
16	1	neat	when including capsules at these levels, the neat oil equivalent (noe) in the softener is 0.05 to 5% (e.g., 0.15 to 3.2%, 0.25 to 2%, and 0.3 to 1%).
16	1	origin	amine-containing polymers of natural origin are typically proteins such as gelatin and albumen, as well as some polysaccharides.
16	1	particularly	alternatively, particularly with respect to biological systems or processes, the term can mean within an order of magnitude, preferably within 5-fold, and more preferably within 2-fold, of a value.
16	1	process	this process is described in more details in wo 2013/068255, the content of which is included by reference.
16	1	based	suitable compounds which reduce the hypersensitivity of skin nerves based on their action as trpv1 antagonists, encompass e.g.
16	1	based	to produce the quaternised esters, the mixtures of mono- and dicarboxylic acids and the triethanolamine—based on the available carboxyl functions—may be used in a molar ratio of 1.1:1 to 3:1.
16	1	acid	preferred salts are the salts of polycarboxylic acids such as citric acid, adipic acid, succinic acid, glutaric acid, tartaric acid, sugar acids and mixtures thereof.
16	1	water	preferably, the foam inhibitors, especially silicone-containing and/or paraffin-containing foam inhibitors, are loaded onto a granular, water-soluble or dispersible carrier material.
16	1	acid	builders for use in liquid detergents include citric acid.
16	1	formulations	or they can be used in heavier-duty laundry detergent formulations at higher levels, e.g., about 0.1% and higher.
16	1	acid	aminophosphonates such as diethylenetriamine pentamethylenephosphonic acid and, ethylenediamine tetramethylenephosphonic acid;
16	1	aspects	in other aspects, the crystalline, hydroxyl-containing stabilizing agents may be derivatives of castor oil, such as hydrogenated castor oil derivatives, for example, castor wax.
16	1	small	suitable dyes include small molecule dyes and polymeric dyes.
16	1	violet	pigment blue 29), ultramarine violet (c.i.
16	1	aromatic	suitable polyisocyanates used according to the invention include aromatic polyisocyanate, aliphatic polyisocyanate and mixtures thereof.
16	1	powder	also a powder consumer product comprising (a) from 2 to 65% by weight, relative to the total weight of the consumer product, of at least one surfactant;
