# INDEPENDENT ATTESTATIONS — distinct sentences a term was harvested from.
# A sentence copied into 100 patents is ONE attestation.
# Uses vocab.py's own PRE/POST/STOP, so `docs` matches vocab.py exactly.
# term	docs	attestations	copy_factor	top_share	top_sentence
thereamong	1	1	1.00	1.000	table 3 odor evaluation results example comparative example 2 1 2 3 4 odor strength 5.8 4.0 4.1 4.5 4.3 volume 5.4 4.0 4.0 4.3 4.4 diffusibility 5.4 4.0 4.0 4.5 4.1 woody note 6.0 4.0 4.1 4.5 4.0 amber note 5.1 4.0 4.2 3.9 4.6 from the results in table 3, the flavor/fragrance composition (the flavor
still-perceptible	1	1	1.00	1.000	the intensity of the odor was graded in each case on a scale from 1 to 5, where 5 is the maximum value and describes a very intense odor, and 1 is the minimum value that describes a still-perceptible odor
variant	1	6	0.17	1.000	(a) evaluation of solid universal washing agent the product odor of the agent according to variant a1) (perfume oil containing octanal) was graded with an average score of 3.5
herbaceaous	1	1	1.00	1.000	the closest analogues, from a structural point of view, are 5-(but-3-en-2-yl)-1-methylcyclohex-3-enecarbaldehyde which is described possessing a camphoraceous, herbaceaous pine odor (u.s
ardent	1	1	1.00	1.000	it soothes the ardent green top note, blends and reinforces the floral rosy heart while giving long-lastingness to the floral notes together with the powdery musky dry-down.
green-galbanum	1	1	1.00	1.000	ep 913383 discloses perfuming ingredients having a fresh green, metallic, green-galbanum and pineapple odor, reminiscent of galbanum oil
deviates	1	1	1.00	1.000	in other words, 1-(5-ethyl-5-methyl-1-cyclohexen-1-yl)-4-penten-1-one is characterized by a very close galbanum character, of the earthy pyrazine type, while neobutenone® alpha deviates from said galbanum character by having a fresher and acidic note and spirogalbanone® deviates from said galbanum c
sweety	1	1	1.00	1.000	in other words, 1-(5-ethyl-5-methyl-1-cyclohexen-1-yl)-4-penten-1-one is characterized by a very close galbanum character, of the earthy pyrazine type, while neobutenone® alpha deviates from said galbanum character by having a fresher and acidic note and spirogalbanone® deviates from said galbanum c
includi	1	1	1.00	1.000	4147672 discloses perfuming ingredients having green, herbal and fruity notes and reminiscent of galbanum oil and defines a very broad general formula including the present compound
spiroga	1	1	1.00	1.000	1-(5-ethyl-5-methyl-1-cyclohexen-1-yl)-4-penten-1-one distinguishes itself from spirogalbanone® by lacking the typical glycolate, pineapple green sweet character of the latter, as well as by lacking the fatty aspect of spirogalbanone®
off-odor	1	1	1.00	1.000	we have established that the combination of components entering into the compositions here-described provides surprisingly improved fabric treatment products, over prior known products of similar type, their odor quality out of the bottle being remarkably more pleasant and stable, without any off-od
camphoraceaous	1	1	1.00	1.000	aromatica rhizome&#39;s steam distilled essential oil appears to be having sharp camphoraceaous odour because of the presence of camphor as a major constituent
compare	1	2	0.50	1.000	1 , the applicant performed a scent test using 8 professionals in order to compare the scents of the 2 jasmine flower extracts mentioned in the table above
darker	1	1	1.00	1.000	after concentration, a concentrate is advantageously obtained that can be iced and filtered, and then becomes pasty, darker, olive green, its odor intensifying with floral, honey and vegetal notes
spicier	1	1	1.00	1.000	also, the scented note of these extracts is pleasant but sharper and spicier than those of the corresponding absolutes, and the scent is not comparable to that of the fresh jasmine flower
hexane	1	2	0.50	1.000	2 shows a floral diagram wherein the scent of a hexane mimosa flower extract is compared with that of an extract obtained according to the process according to the invention
country	1	1	1.00	1.000	also, very vegetal notes are observed, of tea hay, characteristics of the scent of the local country, jasmine flowers and bushes with the extract obtained according to the process according to the invention, which is not the case with the hexane extract
bushes	1	1	1.00	1.000	also, very vegetal notes are observed, of tea hay, characteristics of the scent of the local country, jasmine flowers and bushes with the extract obtained according to the process according to the invention, which is not the case with the hexane extract
extrac	1	1	1.00	1.000	also, very vegetal notes are observed, of tea hay, characteristics of the scent of the local country, jasmine flowers and bushes with the extract obtained according to the process according to the invention, which is not the case with the hexane extract
tradit	1	1	1.00	1.000	the process according to the invention makes it possible to obtain scented extracts that are faithful to the scent of natural fresh flowers, and that are different from the traditional perfumery standards
customize	1	2	0.50	1.000	suitable methods to customize the user scent experience are disclosed in u.s
customized	1	2	0.50	1.000	the present invention allows users to design their own customized scent experience by blending two or more functionalized substrates where the substrates can contain different perfumes, with or without the additional usage of conventional laundry products
dioxine	1	1	1.00	1.000	table 1 day strength day cas olfactory lowest highest was strength inci name number description strength strength lowest peaked 1 2,4-dimethyl- 27606-09-3 floral, green, 2.5 2.8 0 6 4,4a,5,9b- magnolia, peony, tetrahydroindeno[1,2- geranium lily of d][1,3] dioxine valley note 2 4-(4-hydroxy-4- 31906
ylbenzene	1	1	1.00	1.000	table 2 day lowest highest strength day strength strength was strength inci name cas # odor average average lowest peaked 24 benzaldehyde 100-52-7 almond, 3.2 3.8 1, 8 6 cherry, sweet 25 1-methyl-4-(4- 66327-54-6 natural, green, 3.3 3.8 3, 6 0 methylpentyl)cyclo agrestic, fresh, hex-3-ene-1- aldehyd
ortho-hydroxyphenyl	1	1	1.00	1.000	the present invention relates to certain ortho-hydroxyphenyl aryl ketones possessing odor notes useful for perfumery, which are in the floral, salicylate or green range
aryl	1	1	1.00	1.000	the present invention relates to certain ortho-hydroxyphenyl aryl ketones possessing odor notes useful for perfumery, which are in the floral, salicylate or green range
primer	1	1	1.00	1.000	in certain embodiments, the surface barrier created by the fragrance primer may allow the scent of the fragrance, perfume, and/or cologne to stay on the surface and therefore last longer, throughout the day and evening
aromatic-fresh	1	1	1.00	1.000	description of the invention we have now surprisingly discovered that a compound of formula wherein the dotted line represents a carbon-carbon single or double bond and r represents a hydrogen atom or a methyl group; can be used as perfuming ingredient, for instance to impart odor notes of the musky
aromatic-chamomile-fresh	1	1	1.00	1.000	this compound possesses a musky-earthy odor characterized by a pear, woody and aromatic-chamomile-fresh character
musk-earthy	1	1	1.00	1.000	when the organoleptic properties of this compound are compared to those of the prior art (6rs,7rs)-5,5,6,7,8,8-hexamethyl-3,4,5,6,7,8-hexahydronaphthalen-1(2h)-one (described in wo2005/054220), then the invention&#39;s compound although having musk-earthy notes distinguishes itself by having a highe
fulfilling	1	1	1.00	1.000	surprisingly, it has been observed that the crosspolymers forming group (a) represent rather powerful fixatives for all kinds of fragrances, allowing a long lasting effect both for top and for base notes of a perfume, thus fulfilling the complex profile explained above
abov	1	1	1.00	1.000	surprisingly, it has been observed that the crosspolymers forming group (a) represent rather powerful fixatives for all kinds of fragrances, allowing a long lasting effect both for top and for base notes of a perfume, thus fulfilling the complex profile explained above
under-ripe	1	2	0.50	1.000	the obtained extracted olive oil has no or only slight under-ripe olive smell
terminated	1	1	1.00	1.000	the fermentation is terminated when olive smell is reduced and fruity smell is strongly sensed
empirically	1	1	1.00	1.000	for example, it was reported that when the subjects smelled the odour of jasmine oil, which is known empirically to have stimulant effect, an early component of cnv increased whereas when subject smelled a lavender type fragrance lavande, an early component of cnv decreased (for example, see torii e
stimulant	1	1	1.00	1.000	for example, it was reported that when the subjects smelled the odour of jasmine oil, which is known empirically to have stimulant effect, an early component of cnv increased whereas when subject smelled a lavender type fragrance lavande, an early component of cnv decreased (for example, see torii e
eff	1	1	1.00	1.000	for example, it was reported that when the subjects smelled the odour of jasmine oil, which is known empirically to have stimulant effect, an early component of cnv increased whereas when subject smelled a lavender type fragrance lavande, an early component of cnv decreased (for example, see torii e
methylgeraniol	1	1	1.00	1.000	austerweil in “comptes rendus hebdomadaires de sciences” (1910), 1-methylgeraniol, which smells of “geranium”, is obtained by the reaction of citral with a grignard reagent
light-floral	1	1	1.00	1.000	iris and vanilla to give light-floral scents or with e.g
floral-oriental	1	1	1.00	1.000	orange blossom, linden blossom or sweet herbs to give floral-oriental scents
geraniol-like	1	7	0.14	1.000	in the specified fragrance compositions according to the invention for producing a geraniol-like scent, the total amount of 4,8-dimethyl-3,7-nonadien-2-ol and 3,7-dimethyl-octan-1-ol and, if present, 3,7-dimethyl-6-octen-1-ol, 3,7-dimethyl-6-octen-1-ol acetate and 2-phenylethyl alcohol is preferably
nonspecific	1	1	1.00	1.000	by contrast, mixture 1 — 3 has undesired and nonspecific notes (moldy, herbaceous, flat, metallic)
demonstration	1	1	1.00	1.000	to assess the odor of material a, it was tested in a representative demonstration formula which comprised material a and diluent/solvent
remi	1	1	1.00	1.000	the citrus note of the present compound is of particular interest, since it reminds strongly of the natural juicy pink grapefruit odor, but without the pungent sulfur note typical of the generic grapefruit note commercially available
tooth	1	1	1.00	1.000	the tooth gel of the above-described formula had a longer-lasting, cool, and refreshing flavor with an impression of a prolonged flavor impact than a tooth gel not using the (1s)-p-menthane-3,8-diol isomer mixture of the present invention, example 7 food and/or beverage (chewing gum) a chewing gum w
cyclopentylidenebutanals	1	1	1.00	1.000	description the present invention relates to substituted 4-cyclopentylidenebutanals having floral, green odor notes, and to their use as flavor and fragrance ingredient and to compositions and products comprising them
sunny	1	1	1.00	1.000	addition of 2% of 6-(2,4,4-trimethylcyclopentylidene)-hexanal in accord e lends a very interesting effect by giving potency to the perfume and in particular to the musky, sunny notes and by lending more roundness and powderiness compared to accord c
trimethyldecene	1	1	1.00	1.000	patent document 4 discloses specific trimethyldecene compounds with odor characteristics in which a tone of mandarin and a property similar to a fruit dominate
arising	1	2	0.50	1.000	compared to the fragrance composition of comparative example 1, the fragrance composition of example 2 was provided with a fresh muguet odor and had enhanced diffusibility and arising odor of the whole composition
indirectly	1	1	1.00	1.000	adhesion of microbes, that directly or indirectly cause body odours, is prevented or retarded, and such microbes are detached
biofilm	1	1	1.00	1.000	example 4 a biofilm-detaching composition in accordance with the present invention having both biofilm detachment and deodorant odour-reducing properties was prepared, having the following composition: % by weight (total group ingredient ingredients 100% w/w) b phenylmethyl 2-hydroxybenzoate 25 a (3
detachment	1	1	1.00	1.000	example 4 a biofilm-detaching composition in accordance with the present invention having both biofilm detachment and deodorant odour-reducing properties was prepared, having the following composition: % by weight (total group ingredient ingredients 100% w/w) b phenylmethyl 2-hydroxybenzoate 25 a (3
homogenous	1	1	1.00	1.000	in an exemplary homogenous foot odor reduction composition, a 2% emulsion of a homogenous foot odor reduction composition may comprise about 66% non-active ingredients
heavy-foot	1	1	1.00	1.000	subjects were characterized as having a medium- to heavy-foot odor by the distance from the subject&#39;s feet at which the foot odor would cease
displace	1	1	1.00	1.000	these odor tests were conducted in a laboratory with minimal to no air movement to preclude the use of external forces to displace the odors from the subjects&#39; feet to the detection area
medium-level	1	1	1.00	1.000	accordingly, a foul smell that persisted until about a 10-foot distance from the subject&#39;s bare feet would be characterized as an exemplary medium-level foot odor
high-level	1	1	1.00	1.000	a foul smell that persisted until about a 25-foot distance from the subject&#39;s bare feet would be characterized as an exemplary high-level foot odor
unpleasantness	1	1	1.00	1.000	a number of microorganisms are involved in the decomposition process and each has different activity leading to body odor of different strength and unpleasantness
figur	1	1	1.00	1.000	in the drawings like characters of reference indicate corresponding parts in the different figures
passed	1	1	1.00	1.000	it was evaluated every 7 days and the number shown is the number of weeks that passed until the odor intensity of the main odor became zero
lifted	1	1	1.00	1.000	compared to the fragrance compositions of comparative examples 2 and 3, the fragrance composition of example 4 lifted the top note (citrus, green, and fruitiness) and enhanced the feeling of cleanliness and refreshingness
powdery-anisic	1	1	1.00	1.000	as specific examples of the invention&#39;s compounds, one may cite, as non-limiting example, (4e)-4-methyl-5-(4-methylphenyl)-4-pentenal, which possesses a very nice lily of the valley note together with powdery-anisic notes, as well as watery aspects, almost a perfume on its own
pentenal	1	1	1.00	1.000	as other specific, but non-limiting, examples of the invention&#39;s compounds, one may cite the following ones in table 1: table 1 invention&#39;s compounds and their odor properties compound structure and name odor (4e)-4-methyl-5-(3-methylphenyl)-4- pentenal compared to its para isomer described 
pentenoate	1	1	1.00	1.000	as other specific, but non-limiting, examples of the invention&#39;s compounds, one may cite the following ones in table 1: table 1 invention&#39;s compounds and their odor properties compound structure and name odor (4e)-4-methyl-5-(3-methylphenyl)-4- pentenal compared to its para isomer described 
amaretti	1	1	1.00	1.000	as other specific, but non-limiting, examples of the invention&#39;s compounds, one may cite the following ones in table 1: table 1 invention&#39;s compounds and their odor properties compound structure and name odor (4e)-4-methyl-5-(3-methylphenyl)-4- pentenal compared to its para isomer described 
powdery-mimosa	1	1	1.00	1.000	example 3 preparation of a perfuming composition a cologne, of the floral-watery type, was prepared by admixing the following ingredients: ingredient parts by weight 10%* phenylacetic aldehyde 20 16-hexadecanolide 40 dihydro beta ionone 350 7-methyl-2h,4h-1,5-benzodioxepin-3-one 80 citronellol 300 a
spectacular	1	1	1.00	1.000	example 4 preparation of a perfuming composition a perfuming composition for a fabric softener was prepared by admixing the following ingredients: ingredient parts by weight benzyl acetate 150 carbinol acetate 50 anisic aldehyde 80 10%* c 12 aldehyde 40 10%* c 8 aldehyde 20 hexylcinnamic aldehyde 15
proceeding	1	1	1.00	1.000	both sets of aroma nosing assessments were undertaken by several individuals according to single-blinded experimental conditions [52] in which each insulated booth&#39;s scent was correctly identified before proceeding with scent intensity evaluation
toiletry	1	1	1.00	1.000	when the composition for imparting a cooling sensation of the present invention is added to an aroma composition such as a food or beverage aroma composition or toiletry aroma composition, the loading of the composition for imparting a cooling sensation is about 0.001 to about 95% by mass, preferabl
counteracting	1	8	0.12	1.000	it has now been found, surprisingly, that combinations of scent aldehydes and/or scent ketones that are present in a manner derivatized as 1-aza-3,7-dioxabicyclo[3.3.0]octane compounds (bicyclic oxazolidine derivatives), with scent alcohols that are present in a manner derivatized as silicic acid es
furnish	1	1	1.00	1.000	the object of the present invention is thus to furnish improved scent precursor forms, so-called pro-scents, that can sustainably cover bad odors even over a period of several days
sustainably	1	1	1.00	1.000	the object of the present invention is thus to furnish improved scent precursor forms, so-called pro-scents, that can sustainably cover bad odors even over a period of several days
degrading	1	1	1.00	1.000	a method for degrading bad odors by using a combination of (a) a 1-aza-3,7-dioxabicyclo[3.3.0]octane compound of the general formula (i) wherein r 1 , r 2 , r 3 , r 4 mutually independently denote residues that, in a compound of the general formula r 1 —c(═o)—r 2 or r 3 —c(═o)—r 4 , yield a scent al
stood	1	1	1.00	1.000	examples of such bad odors are perspiration odor, fecal odor, mildew odor, bacterially generated bad odor, fish odor, the odor of c 1 to c 15 fatty acids, or the odor of wet laundry that has stood for hours
classes	1	1	1.00	1.000	“scent aldehydes,” “scent ketones,” or “scent alcohols” are understood for purposes of this application as all fragrances and scents of the chemical substance classes of the aldehydes, ketones, or alcohols that are typically employed to bring about a pleasant scent perception
discussed	1	1	1.00	1.000	the particular scented compound refers in this application to such a compound which is mainly or at least partially responsible for producing a particular discussed scent
fluctuate	1	1	1.00	1.000	however, the scent of such a particular scented compound may fluctuate, e.g
res	1	1	1.00	1.000	combining for example the scent of raw tobacco with that of vanilla results in a combination resembling vanilla flavored cigar
lilial-like	1	3	0.33	1.000	accordingly, in another aspect of the present invention there is provided a method of producing a lilial-like odour in a composition comprising the step of adding to said composition methoxymelonal formed according to a process herein described
accelerate	1	1	1.00	1.000	accordingly, for the replacement composition to retain a coherent character of lilial, it may be desirable to accelerate or retard the release of one or more ingredients depending on the particular end use
retard	1	1	1.00	1.000	accordingly, for the replacement composition to retain a coherent character of lilial, it may be desirable to accelerate or retard the release of one or more ingredients depending on the particular end use
relea	1	1	1.00	1.000	accordingly, for the replacement composition to retain a coherent character of lilial, it may be desirable to accelerate or retard the release of one or more ingredients depending on the particular end use
unnecessary	1	2	0.50	1.000	since the unnecessary green notes originated from tomato can be reduced by the distillate, this method is preferable for making versatile the processed tomato product to be added to the flavor composition
relief	1	2	0.50	1.000	the composition thus enables the creation of novel effects in a cosmetic composition, making it possible, for example, to produce patterns in relief or giving an impression of relief or various other geometrical or non-geometrical patterns
geometrical	1	1	1.00	1.000	the composition thus enables the creation of novel effects in a cosmetic composition, making it possible, for example, to produce patterns in relief or giving an impression of relief or various other geometrical or non-geometrical patterns
non-geometrical	1	1	1.00	1.000	the composition thus enables the creation of novel effects in a cosmetic composition, making it possible, for example, to produce patterns in relief or giving an impression of relief or various other geometrical or non-geometrical patterns
patter	1	1	1.00	1.000	the composition thus enables the creation of novel effects in a cosmetic composition, making it possible, for example, to produce patterns in relief or giving an impression of relief or various other geometrical or non-geometrical patterns
sphere	1	1	1.00	1.000	a rotating magnetic field may make it possible, for example, to obtain a pattern with rotational symmetry, for example a pattern giving the impression of a sphere in relief
phenoxanol-like	1	1	1.00	1.000	for example one may cite [(1s*,2r*)-1-methyl-2-[(r*)-5-methylhex-4-en-2-yl]cyclopropyl]methanol (ic) possessing in addition to its overall floral rosy odor notes a citrus and phenoxanol-like note
mic	1	1	1.00	1.000	furthermore, it is known that the unpleasant odours of perspiration are related in particular to the presence of microorganisms and more particularly corynebacterium xerosis
lower-boiling	1	1	1.00	1.000	included among the more-volatile scents are, in particular, the lower-boiling scents of natural or synthetic origin, which can be used alone or in mixtures
preexisting	1	1	1.00	1.000	background of the invention of concern among those using restrooms, either at home or in public, is either leaving behind an undesirable odor for the next occupant or having to withstand a preexisting undesirable odor while using the facility
restroom	1	1	1.00	1.000	brief summary of the invention in one aspect of the present invention is a fragrance delivery product for alleviating, preventing, or mitigating restroom odors
grass-like	1	1	1.00	1.000	patent document 3 discloses that 3-hydroxy-7-isobutyl-1,6-octadiene and derivatives thereof each are useful as a fragrance and have a fresh grass-like fragrance note
herbal-floral	1	3	0.33	1.000	as a result, a herbal-floral odor with a diffusive fresh feeling of cleanliness was perceived
tableware	1	1	1.00	1.000	a suitable amount thereof was allowed to soak into a sponge for washing tableware and then the odor perceived when a dish was washed therewith was evaluated
plectranthus	1	1	1.00	1.000	upon the addition of plectranthus tomentosa , the smell/fragrance was substantially enhanced
tomentosa	1	1	1.00	1.000	upon the addition of plectranthus tomentosa , the smell/fragrance was substantially enhanced
liking	1	1	1.00	1.000	example 14 aloe barbadensis+plectranthus tomentosa+plectranthus amboinicus esthetic properties a demographic that includes children, adults, women and men, and within that same study group of over 100 individuals, only one person ever reported not liking the smell of the invention
distillate	1	1	1.00	1.000	the composition also possessed a pleasant scent that overshadowed the vinegar and witch hazel distillate odors
freshen	1	1	1.00	1.000	in another embodiment, the composition may be used in a diffuser, in which reeds or other sticks may be placed into a container holding the composition, to diffuse the scent of the present composition into the air to freshen an area
accumulate	1	1	1.00	1.000	on the cone surface of humulus lupulus , there are trichomes called lupulin which are specifically differentiated to accumulate aroma components therein
humulus	1	1	1.00	1.000	among aroma components responsible for the aroma of beer, those derived from humulus lupulus include monoterpenes typified by linalool
lupulus	1	1	1.00	1.000	among aroma components responsible for the aroma of beer, those derived from humulus lupulus include monoterpenes typified by linalool
monoterpenes	1	1	1.00	1.000	among aroma components responsible for the aroma of beer, those derived from humulus lupulus include monoterpenes typified by linalool
keratinic	1	3	0.33	1.000	the odor of the keratinic fibers fades or changes markedly when the washed keratinic fibers are exposed in the environment to influences such as smog, smoke, in particular smoke from tobacco products, greasy smells in kitchens or excessively perfumed premises such as department stores etc
washe	1	1	1.00	1.000	the odor of the keratinic fibers fades or changes markedly when the washed keratinic fibers are exposed in the environment to influences such as smog, smoke, in particular smoke from tobacco products, greasy smells in kitchens or excessively perfumed premises such as department stores etc
amygdala	1	1	1.00	1.000	the amygdala connects smells with emotions and thereby helps evaluating the smell
connects	1	1	1.00	1.000	the amygdala connects smells with emotions and thereby helps evaluating the smell
helps	1	1	1.00	1.000	the amygdala connects smells with emotions and thereby helps evaluating the smell
mentally	1	1	1.00	1.000	preferably, the active composition comprises at least one essential oil of each mentally balancing, opening, mentally relaxing, calming, holistically relaxing, physically relaxing, grounding, physically balancing, physically inspiring, vitalizing, holistically inspiring, mentally inspiring, and stim
inspiring	1	1	1.00	1.000	preferably, the active composition comprises at least one essential oil of each mentally balancing, opening, mentally relaxing, calming, holistically relaxing, physically relaxing, grounding, physically balancing, physically inspiring, vitalizing, holistically inspiring, mentally inspiring, and stim
cetyl	1	1	1.00	1.000	preferred deodorant or antiperspirant compositions according to the invention are characterized in that the at least one deodorant active agent is selected from arylsulfatase inhibitors, β-glucuronidase inhibitors, aminoacylase inhibitors, esterase inhibitors, lipase inhibitors and lipoxigenase inhi
pyridinium	1	1	1.00	1.000	preferred deodorant or antiperspirant compositions according to the invention are characterized in that the at least one deodorant active agent is selected from arylsulfatase inhibitors, β-glucuronidase inhibitors, aminoacylase inhibitors, esterase inhibitors, lipase inhibitors and lipoxigenase inhi
coldness	1	1	1.00	1.000	in particular, the cmr-1 receptor (cold- and menthol-sensitive receptor), which belongs to the family of trp channels, is stimulated by the cooling active agents, producing an impression of coldness
diminishes	1	1	1.00	1.000	degradation of fragrance not only diminishes the scent and its associated benefits but can also to increase flammability and create by-products proven allergenic (fukumoto et al., 2006; sansukchareanpon et al., 2010; karlberg et al., 1992; matura et al., 2006)
silk-based	1	1	1.00	1.000	using the methods and compositions disclosed in the present disclosure, one can obtain a desired beta-sheet crystallinity in the silk-based material while the odor-releasing substance and/or flavoring substance maintains at least 50% (e.g., 50%, 55%, 60%, 65%, 70%, 75%, 80%, 85%, 90%, 95% or more) o
silk	1	1	1.00	1.000	the release character of the different fragrances from coated silk particles can vary with environmental conditions including, e.g., temperature, ph, salinity, humidity and any combinations thereof
non-limiting	1	1	1.00	1.000	brief description of the drawings to complement the description being made and with the aim of aiding to better understand the features of the invention according to a preferred practical embodiment thereof, a set of drawings is attached as an integral part of said description, in which the followin
nasally	1	1	1.00	1.000	strong smells of both parent aldehydes and acetals could be nasally detected after drying
pro-actives	1	1	1.00	1.000	in dry form, the smell of the two pro-actives is almost non-detectable by a human nose
non-detectable	1	1	1.00	1.000	in dry form, the smell of the two pro-actives is almost non-detectable by a human nose
personnel	1	1	1.00	1.000	table 3 results of fragrance odor and unpleasant odor determination agent 1 agent 2 agent 3 containing d1 containing d2 containing v1 unpleasant odor 2 3 4 (average value of 3 separate single determinations; 0 = no unpleasant odor; 6 = extremely strong unpleasant odor) a distinct reduction in the un
animal-derived	1	1	1.00	1.000	however, animal-derived musk aromas are not easily available in terms of animal protection and plant-derived musk aromas are difficult to be stably supplied since they readily depend on weather or the like
plant-derived	1	1	1.00	1.000	however, animal-derived musk aromas are not easily available in terms of animal protection and plant-derived musk aromas are difficult to be stably supplied since they readily depend on weather or the like
creamy-like	1	2	0.50	1.000	the term “unique and attractive musk-like aroma” refers to a musk aroma such as fruit-like, floral-like, creamy-like and animal-like aroma
olide	1	2	0.50	1.000	table 1 compound represented by the formula (1) m n aroma note exam- (7z,10z,13z)- 5 2 fruity and natural musky ple 1 hexadecatrien-16-olide note exam- (6z,9z,12z)- 4 1 musky note with freshness ple 2 tetratadecatrien-14-olide and floral-like character exam- (6z,9z,12z)- 4 2 unique musky note with p
thickness	1	1	1.00	1.000	it provides a thickness but the aroma mass seems to linger around the bottom
flor	1	1	1.00	1.000	background art the aroma of a fragrance or cosmetic can be classified roughly into a floral aroma and a fruity aroma and the floral aroma can be classified into three main floral aromas, that is, (1) muguet (lily of the valley), (2) rose, and (3) jasmine
standpoint	1	1	1.00	1.000	there seems to be an influence of character of the s- form from the standpoint of odor quality
succeeded	1	1	1.00	1.000	all of the nine expert panelists answered that the cosmetic cream of example 1b containing the mixture of the optically active dh-farnesal ((s)-form/(r)-form=90/10), that is compound 2, had a fresh floral feeling having intensity and reminding of a typical aroma of odorous cyclamen and the compound 
s-form	1	1	1.00	1.000	on the other hand, the fragrance composition of comparative example 4a and the powdery detergent of comparative example 4b, each containing the mixture of optically active dh-farnesal ((s)-form/(r)-form=70/30), that is compound 5, had only a muguet-like feeling with slightly sticky impression, follo
floral-spicy	1	1	1.00	1.000	fragrance ingredients exhibiting floral-spicy notes as iso-eugenol include vanillin and methyl diantilis
ylang-type	1	2	0.50	1.000	the compounds of formula (i) were also surprisingly found to exhibit a very natural ylang ylang-type odour
month	1	1	1.00	1.000	colour of ethanol solution test compound after 1 month odour vanillin yellow vanilla ethyl vanillin yellow vanilla cpd i (r 1 = et, r 2 = me) colourless spicy vanilla floral the ethanol solutions perfumed with compound i of the present invention would have passed the requirements for colourless fine
iso-eugenol	1	3	0.33	1.000	accordingly, for the fragrance oils to retain a coherent character of iso-eugenol or ylang ylang throughout its use cycle, it may be desirable to accelerate or retard the release of one or more ingredients depending on the particular end use
binding	1	1	1.00	1.000	in particular, this invention is an oil-continuous liquid crystalline phase formulation for binding aroma compounds and use of the same in consumer products
references	1	1	1.00	1.000	repeat use of references characters in the present specification and drawings is intended to represent the same or analogous features or elements of the invention
spicy-like	1	4	0.25	1.000	on the other hand, as compared to the citrus (orange) tone fragrance composition of comparative example 12, the citrus (orange) tone fragrance composition of comparative example 11 had a too strong spicy feeling that resulted in an imbalance in fragrance note and thereby it did not have a citrus odo
metallic-like	1	9	0.11	1.000	the nitrile compound represented by formula (i-3) below is more preferable in terms of emphasizing spicy-, green-, floral-, woody-, and citrus-like various odors by being blended with other fragrances, which allows oil-, chemical-, and metallic-like undesirable odors to be suppressed
concealed	1	4	0.25	1.000	as compared to the citrus (grapefruit) tone fragrance composition of comparative example 14, in the citrus (grapefruit) tone fragrance composition of example 22, an undesirable chemical odor of aliphatic aldehyde was concealed very well and thereby a desirable citrus tone was enhanced
desir	1	1	1.00	1.000	as compared to the dish cleaner of comparative example 13, in the dish cleaner of example 21, an undesirable chemical odor of aliphatic aldehyde is concealed very well and thereby a desirable citrus tone is enhanced
fair	1	1	1.00	1.000	at the end of each week, each panelist was provided a questionnaire containing the following question: how would you rate the scent of the perfume at the following time points? (please mark one box for each time point.) very not able to excellent good good fair poor smell any more overall scent □ □ 
contribut	1	1	1.00	1.000	perfumers may use top notes to deliver the initial impression of the fragrance, yet may not rely on the top notes to contribute to the overall fragrance profile over time
concerns	1	1	1.00	1.000	the organoleptic profile of this compound is very similar to the one of the well known perfumery ingredient lyral® (mentioned above in the prior art section), in particular in what concerns the odor, as well as the tenacity and the radiance
exalt	1	1	1.00	1.000	as specific examples of the invention&#39;s compounds, one may cite, as non-limiting example, a composition comprising 88% of 4-(4-hydroxy-4-methylpentyl)-3,6-dihydro-2h-pyran-2-carbaldehyde and 12% of 5-(4-hydroxy-4-methylpentyl)-3,6-dihydro-2h-pyran-2-carbaldehyde (also mentioned as composition 1 
adsorbents	1	1	1.00	1.000	lidocaine, prilocaine or mixtures of such substances), which eliminate sympathetic supply of the sweat glands by blockade of the peripheral nerve pathways, c) zeolites of the x, a or y type, which, alongside the reduction in secretion of perspiration, also function as adsorbents for bad odours, and 
almond-like	1	1	1.00	1.000	industrial application another object of the present invention refers to a method for providing a cinnamon- and/or almond-like smell to a detergent or personal care composition encompassing the following steps: (i) providing the composition encompassing said aromatic nitriles and said perfumery grad
high-quality	1	5	0.20	1.000	advantageous effects of the invention the fragrance composition according to one aspect of the invention produces a high-quality lingering jasmine-like smell that is rich and deep
mdj	1	9	0.11	1.000	the smell of each mdj composition was evaluated based on the average points, and an mdj composition for which the average points were 4 or more was determined to be effective
configuration	1	1	1.00	1.000	it has been found that unsaturated nitriles, especially nitriles with more than one double bond of specific geometric configuration, possess both desirable odor character and high odor intensity
maximized	1	1	1.00	1.000	example 9 preparation of fresh citrus watery fragrance formulation the fragrance formula “aquavert” described below demonstrates that the addition of isomerized 4,9-dodecadienenitrile and z,z-4,10-tridecadienenitrile harmonized the formulation and maximized fresh citrus top note with a watery impres
categorized	1	1	1.00	1.000	flavors and fragrances are generally categorized into top notes, middle notes and base notes depending on the volatility thereof from high to low
balsamic-tonka	1	1	1.00	1.000	as specific examples of the invention&#39;s compounds, one may cite, as non-limiting example, 1 -((1rs,4sr,6rs)-5,6-dimethyl-1,2,3,4,4a,5,6,7-octahydro-1,4-methanonaphthalen-6-yl)ethanone which is a preferred embodiment of the invention and possesses an odor characterized by an elegant balsamic-tonk
